word,words_total_appear_in_group,words_total_in_group_without_stop_words,words_total_in_group_with_stop_words
permitiram,1,477949,602859
permitirao,1,477949,602859
permitiu,5,477949,602859
permutar,1,477949,602859
perna,13,477949,602859
pernambucano,7,477949,602859
pernambuco,64,477949,602859
pernicioso,1,477949,602859
pernil,1,477949,602859
pernoitar,1,477949,602859
perolandia,2,477949,602859
perondi,4,477949,602859
perpetracao,1,477949,602859
perpetua,1,477949,602859
perpetuacao,1,477949,602859
perpetuam,1,477949,602859
perpetuar,3,477949,602859
perpetuo,4,477949,602859
perplexidad,3,477949,602859
perplexo,2,477949,602859
perr,1,477949,602859
perrcebeu,1,477949,602859
perri,4,477949,602859
perron,2,477949,602859
pers,2,477949,602859
persa,1,477949,602859
persecucao,8,477949,602859
perseguicao,15,477949,602859
perseguir,12,477949,602859
perseida,1,477949,602859
persever,2,477949,602859
persio,1,477949,602859
persistencia,3,477949,602859
persistent,7,477949,602859
persistir,16,477949,602859
person,9,477949,602859
persona,3,477949,602859
personagem,30,477949,602859
personagen,2,477949,602859
personalidad,14,477949,602859
personalismopressionado,1,477949,602859
personalista,1,477949,602859
personalizar,7,477949,602859
personnel,1,477949,602859
perspectiva,1,477949,602859
perspectivo,36,477949,602859
pertenc,27,477949,602859
pertencent,5,477949,602859
pertencimento,1,477949,602859
perth,1,477949,602859
pertinent,3,477949,602859
perto,8,477949,602859
perturbacao,4,477949,602859
perturbador,4,477949,602859
perturbar,3,477949,602859
peru,25,477949,602859
peruano,6,477949,602859
peruca,1,477949,602859
perugia,2,477949,602859
peruib,1,477949,602859
perversao,1,477949,602859
perverso,5,477949,602859
pesada,2,477949,602859
pesadament,1,477949,602859
pesadelo,8,477949,602859
pesado,2,477949,602859
pesagem,1,477949,602859
pesar,64,477949,602859
pesaroso,1,477949,602859
pescador,3,477949,602859
pescar,3,477949,602859
pescoco,3,477949,602859
peskov,3,477949,602859
peso,6,477949,602859
pesopena,1,477949,602859
pesquisa,33,477949,602859
pesquisada,1,477949,602859
pesquisador,276,477949,602859
pesquisadora,3,477949,602859
pesquisadorchef,1,477949,602859
pesquisar,560,477949,602859
pessebista,2,477949,602859
pessego,1,477949,602859
pessimament,1,477949,602859
pessimismo,4,477949,602859
pessimista,5,477949,602859
pessimo,1,477949,602859
pessoa,2270,477949,602859
pessoai,5,477949,602859
pessoal,143,477949,602859
pessoalment,15,477949,602859
pessoasa,1,477949,602859
pessoasem,2,477949,602859
pessoasrecado,1,477949,602859
pessolista,1,477949,602859
pest,2,477949,602859
pesticida,2,477949,602859
pet,2,477949,602859
peter,5,477949,602859
peternelli,1,477949,602859
petersburgo,4,477949,602859
peterson,2,477949,602859
peticao,21,477949,602859
peticionar,1,477949,602859
petismo,2,477949,602859
petista,53,477949,602859
petra,1,477949,602859
petreo,1,477949,602859
petri,1,477949,602859
petrobra,69,477949,602859
petrolao,4,477949,602859
petroleiro,4,477949,602859
petroleo,12,477949,602859
petrolifero,1,477949,602859
petrolina,1,477949,602859
petron,1,477949,602859
petropoli,12,477949,602859
pew,2,477949,602859
pezao,1,477949,602859
pf,77,477949,602859
pfdc,1,477949,602859
pfeil,1,477949,602859
pff2,1,477949,602859
pfiffer,1,477949,602859
pfizer,228,477949,602859
pfizerbiontech,25,477949,602859
pfr,1,477949,602859
pge,1,477949,602859
pgo,1,477949,602859
pgr,108,477949,602859
ph,1,477949,602859
phantom,1,477949,602859
pharmaceut,3,477949,602859
pharrel,1,477949,602859
phd,2,477949,602859
phe,1,477949,602859
phil,1,477949,602859
philip,1,477949,602859
philipp,3,477949,602859
phillip,1,477949,602859
philomeno,1,477949,602859
phin,1,477949,602859
phish,1,477949,602859
phoeb,1,477949,602859
pi,18,477949,602859
piada,2,477949,602859
piaf,1,477949,602859
piament,1,477949,602859
pianista,2,477949,602859
piar,10,477949,602859
piaui,54,477949,602859
piauiens,1,477949,602859
pib,55,477949,602859
picado,1,477949,602859
picanco,1,477949,602859
picap,2,477949,602859
picar,70,477949,602859
picareta,3,477949,602859
pichai,5,477949,602859
pico,10,477949,602859
pictur,1,477949,602859
pictwittercom1txmctrihr,1,477949,602859
pictwittercom3qyetw7vi7,1,477949,602859
pictwittercom3xrqngmthx,1,477949,602859
pictwittercom4dacb5joga,1,477949,602859
pictwittercom4kllredobh,1,477949,602859
pictwittercom77nrsgxx0,1,477949,602859
pictwittercom7t7fubqxq,1,477949,602859
pictwittercom8je0ab2ujw,1,477949,602859
pictwittercom8lh7y5jwi0,1,477949,602859
pictwittercombctnuxoqyh,1,477949,602859
pictwittercombw3pbsykuw,1,477949,602859
pictwittercombxpycaw0po,1,477949,602859
pictwittercomc443nu6bva,1,477949,602859
pictwittercomccd1jwxpdd,1,477949,602859
pictwittercomcpatqk620v,1,477949,602859
pictwittercomcvryulry0p,1,477949,602859
pictwittercomdemffirvub,1,477949,602859
pictwittercomdfrfckad4f,1,477949,602859
pictwittercomeh09n4gyr,1,477949,602859
pictwittercomes0qraertu,1,477949,602859
pictwittercomfuyw3v0j02,1,477949,602859
pictwittercomgi5baxwxrr,1,477949,602859
pictwittercomgrzd2ny2zm,1,477949,602859
pictwittercomgrzz2egr3w,1,477949,602859
pictwittercomgvooqvz5oi,1,477949,602859
pictwittercomjvx5vwuip2,1,477949,602859
pictwittercomloami4kw97,1,477949,602859
pictwittercomlxywqto1jm,1,477949,602859
pictwittercommwchxqxhgh,1,477949,602859
pictwittercomniocd6urn6,1,477949,602859
pictwittercomomew5g7mjk,1,477949,602859
pictwittercomovrmrwpe11,1,477949,602859
pictwittercompnirdfj2od,1,477949,602859
pictwittercomprgbxcdrhf,1,477949,602859
pictwittercomqdebnem0rf,1,477949,602859
pictwittercomraucvjxscf,1,477949,602859
pictwittercomsgqighxhvd,1,477949,602859
pictwittercomshfjdej8ob,1,477949,602859
pictwittercomskplxqquw6,1,477949,602859
pictwittercomstreghazbw,1,477949,602859
pictwittercomtf1jvn5dcf,1,477949,602859
pictwittercomtfaiotfvfd,1,477949,602859
pictwittercomtqgd3mhdz3,1,477949,602859
pictwittercomu579ibvlm0,1,477949,602859
pictwittercomunrjoy5fmp,1,477949,602859
pictwittercomur8kkragzk,1,477949,602859
pictwittercomv0awvjiut,1,477949,602859
pictwittercomvfpem9rrmt,1,477949,602859
pictwittercomvusnp1szhl,1,477949,602859
pictwittercomwqzyrx0yju,1,477949,602859
pictwittercomwsvewh9hbq,1,477949,602859
pictwittercomwvkkwbnfqd,1,477949,602859
pictwittercomxcic3s88rm,1,477949,602859
pictwittercomxmznkm3ho8,1,477949,602859
pictwittercomygbjcmo44,1,477949,602859
pictwittercomyqmxoc1ijj,1,477949,602859
pictwittercomzt28updt4a,1,477949,602859
piega,1,477949,602859
piemont,1,477949,602859
piemonteo,1,477949,602859
pier,1,477949,602859
pierr,1,477949,602859
pieta,4,477949,602859
pietro,4,477949,602859
piffer,1,477949,602859
pigmentacao,1,477949,602859
pigmento,1,477949,602859
pijama,5,477949,602859
piketti,1,477949,602859
pilar,13,477949,602859
pilat,1,477949,602859
pilhar,1,477949,602859
pilho,4,477949,602859
pilotar,14,477949,602859
piloto,7,477949,602859
pilula,9,477949,602859
pimenta,6,477949,602859
pimentel,3,477949,602859
pin,1,477949,602859
pinato,2,477949,602859
pinca,3,477949,602859
pincar,2,477949,602859
pincel,5,477949,602859
pinch,1,477949,602859
pindamonhangaba,1,477949,602859
pineal,1,477949,602859
pinella,2,477949,602859
pinera,4,477949,602859
pingo,1,477949,602859
pinheiro,19,477949,602859
pinkett,2,477949,602859
pinochet,2,477949,602859
pintandoa,1,477949,602859
pintar,12,477949,602859
pinto,1,477949,602859
pintor,3,477949,602859
pintura,1,477949,602859
piolla,1,477949,602859
pioneer,3,477949,602859
pioneirismo,1,477949,602859
pioneiro,4,477949,602859
pior,11,477949,602859
piora,1,477949,602859
piorar,77,477949,602859
piovesan,1,477949,602859
pipa,1,477949,602859
pipelin,1,477949,602859
pipipa,1,477949,602859
piquenicar,1,477949,602859
piquet,5,477949,602859
piracicaba,2,477949,602859
pirai,1,477949,602859
piramid,1,477949,602859
piranha,1,477949,602859
piraquara,1,477949,602859
pirar,4,477949,602859
pirassunga,1,477949,602859
pirassununga,1,477949,602859
piratapuia,2,477949,602859
piratear,1,477949,602859
pire,1,477949,602859
pireo,1,477949,602859
piroca,1,477949,602859
piromaniaco,1,477949,602859
piruetar,1,477949,602859
pisa,1,477949,602859
pisar,7,477949,602859
piscar,3,477949,602859
piscina,12,477949,602859
piso,3,477949,602859
pisoteado,3,477949,602859
pisotearam,1,477949,602859
pispasep,1,477949,602859
pista,2,477949,602859
pistar,24,477949,602859
pistilli,1,477949,602859
pistola,3,477949,602859
pitar,1,477949,602859
pitchu,1,477949,602859
pitella,1,477949,602859
pitiesalpetrier,1,477949,602859
pitomba,1,477949,602859
pitombo,1,477949,602859
pitta,1,477949,602859
pittet,1,477949,602859
pittsburgh,1,477949,602859
piva,6,477949,602859
pivo,3,477949,602859
pix,5,477949,602859
pix11,1,477949,602859
pixel,5,477949,602859
pixul,3,477949,602859
pixuleco,3,477949,602859
pizza,7,477949,602859
pl,47,477949,602859
placa,3,477949,602859
placar,25,477949,602859
placaruol,1,477949,602859
place,2,477949,602859
placebo,19,477949,602859
placenta,5,477949,602859
plain,1,477949,602859
plam,4,477949,602859
plan,1,477949,602859
plana,1,477949,602859
planaltina,2,477949,602859
planalto,211,477949,602859
planar,313,477949,602859
planck,1,477949,602859
planej,3,477949,602859
planeja,28,477949,602859
planejada,10,477949,602859
planejado,12,477949,602859
planejador,1,477949,602859
planejam,9,477949,602859
planejamento,66,477949,602859
planejamo,2,477949,602859
planejando,7,477949,602859
planejar,9,477949,602859
planejass,1,477949,602859
planejava,3,477949,602859
planejavam,1,477949,602859
planeta,68,477949,602859
planetario,2,477949,602859
planici,1,477949,602859
planilha,6,477949,602859
plano,118,477949,602859
plantacao,1,477949,602859
plantao,35,477949,602859
plantar,24,477949,602859
plantio,3,477949,602859
plantonista,1,477949,602859
plasma,1,477949,602859
plasmar,4,477949,602859
plastico,18,477949,602859
plasticoma,1,477949,602859
plasturgi,1,477949,602859
plata,2,477949,602859
plataforma,133,477949,602859
plataformalocalizasu,4,477949,602859
plateia,12,477949,602859
plato,7,477949,602859
plausivel,4,477949,602859
play,8,477949,602859
player,3,477949,602859
playerunknown,1,477949,602859
playoff,1,477949,602859
playstat,1,477949,602859
plaza,2,477949,602859
plc,1,477949,602859
pld,1,477949,602859
pldf,8,477949,602859
pldo,1,477949,602859
pleas,1,477949,602859
plebiscitar,3,477949,602859
plebiscitario,1,477949,602859
pleiad,2,477949,602859
pleitear,5,477949,602859
pleito,35,477949,602859
plena,5,477949,602859
plenament,5,477949,602859
plenaria,1,477949,602859
plenario,158,477949,602859
pleno,53,477949,602859
pleonasmo,1,477949,602859
pleura,1,477949,602859
plie,3,477949,602859
plinio,1,477949,602859
plmt,2,477949,602859
pln,1,477949,602859
plo,1,477949,602859
ploa,1,477949,602859
plp,1,477949,602859
plpe,1,477949,602859
plrj,1,477949,602859
plu,5,477949,602859
plural,2,477949,602859
pluralidad,1,477949,602859
plurianu,2,477949,602859
plutarco,1,477949,602859
plymouth,1,477949,602859
pm,20,477949,602859
pmam,1,477949,602859
pmb,3,477949,602859
pmdb,5,477949,602859
pmh,1,477949,602859
pmi,1,477949,602859
pmn,1,477949,602859
pmpci,1,477949,602859
pn,2,477949,602859
pna,3,477949,602859
pnad,16,477949,602859
pnate,1,477949,602859
pnd,2,477949,602859
pneumococo,1,477949,602859
pneumologia,2,477949,602859
pneumologista,13,477949,602859
pneumonia,42,477949,602859
pni,39,477949,602859
pnia,1,477949,602859
pnii,3,477949,602859
pno,5,477949,602859
po,5,477949,602859
poa,1,477949,602859
pobr,72,477949,602859
pobredatena,1,477949,602859
pobrescoitado,1,477949,602859
pobreza,11,477949,602859
poco,3,477949,602859
pocon,2,477949,602859
podcast,57,477949,602859
pode,84,477949,602859
podem,33,477949,602859
podemo,9,477949,602859
podemos,2,477949,602859
podemosc,7,477949,602859
podemosesa,1,477949,602859
podemosgo,1,477949,602859
podemosmt,3,477949,602859
podemosr,2,477949,602859
podemosrn,1,477949,602859
podemossp,1,477949,602859
podems,1,477949,602859
podendo,3,477949,602859
poder,33,477949,602859
poder360,2,477949,602859
podera,11,477949,602859
poderao,12,477949,602859
poderdata,1,477949,602859
poderem,1,477949,602859
poderemo,2,477949,602859
poderia,22,477949,602859
poderiam,7,477949,602859
poderj,1,477949,602859
podero,1,477949,602859
poderoso,13,477949,602859
poderseia,1,477949,602859
podes,5,477949,602859
podiam,1,477949,602859
podio,1,477949,602859
podval,1,477949,602859
poe,1,477949,602859
poedeira,3,477949,602859
poeira,6,477949,602859
poel,1,477949,602859
poema,4,477949,602859
poesia,2,477949,602859
poetar,1,477949,602859
poetico,1,477949,602859
pof,1,477949,602859
poi,8,477949,602859
point,1,477949,602859
pokhrel,1,477949,602859
polar,1,477949,602859
polarizacao,11,477949,602859
polarizar,3,477949,602859
polegada,4,477949,602859
polegar,2,477949,602859
polemica,48,477949,602859
polemico,9,477949,602859
polemizar,1,477949,602859
polenick,1,477949,602859
polenta,1,477949,602859
poli,1,477949,602859
poliamida,1,477949,602859
poliana,2,477949,602859
polic,1,477949,602859
policarbonato,1,477949,602859
polici,54,477949,602859
policia,355,477949,602859
policiai,8,477949,602859
policiamento,2,477949,602859
policiar,79,477949,602859
poliesportivo,1,477949,602859
polimorfico,1,477949,602859
polio,4,477949,602859
poliomielit,17,477949,602859
polioviru,2,477949,602859
polipropileno,2,477949,602859
polir,1,477949,602859
politecnico,1,477949,602859
politica,50,477949,602859
politicagem,4,477949,602859
politicament,23,477949,602859
politicao,1,477949,602859
politicar,2,477949,602859
politico,755,477949,602859
politicodemagogico,1,477949,602859
politicodw,1,477949,602859
politicoeleitor,1,477949,602859
politicopartidaria,2,477949,602859
politicopartidario,1,477949,602859
politizacao,13,477949,602859
politizar,13,477949,602859
politologo,1,477949,602859
polivalent,1,477949,602859
pollard,9,477949,602859
pollyanna,2,477949,602859
polo,10,477949,602859
pololikashvili,4,477949,602859
polon,2,477949,602859
polonia,3,477949,602859
polpeton,1,477949,602859
poltrona,1,477949,602859
poluent,1,477949,602859
poluicao,6,477949,602859
poluidor,1,477949,602859
poluir,2,477949,602859
polvora,8,477949,602859
polym,1,477949,602859
pomada,1,477949,602859
pompeia,1,477949,602859
pompeo,9,477949,602859
ponant,1,477949,602859
pond,1,477949,602859
ponder,1,477949,602859
ponderacao,1,477949,602859
ponderando,1,477949,602859
ponderandos,1,477949,602859
ponderar,18,477949,602859
poner,1,477949,602859
poni,1,477949,602859
pont,38,477949,602859
ponta,3,477949,602859
pontap,5,477949,602859
pontar,40,477949,602859
pontific,7,477949,602859
pontificar,1,477949,602859
pontificio,1,477949,602859
ponto,19,477949,602859
pontoluiz,1,477949,602859
pontosbas,2,477949,602859
pontosentr,1,477949,602859
pontuacao,5,477949,602859
pontual,2,477949,602859
pontualment,1,477949,602859
pontuar,19,477949,602859
ponzi,1,477949,602859
poodl,1,477949,602859
poonawalla,2,477949,602859
pop,5,477949,602859
popov,1,477949,602859
poppa,3,477949,602859
populacao,706,477949,602859
populacaoalvo,6,477949,602859
populacaoo,1,477949,602859
populacaoprofissionai,1,477949,602859
populacaoserao,1,477949,602859
populacion,6,477949,602859
populacionai,1,477949,602859
populacionala,1,477949,602859
populaco,2,477949,602859
popular,68,477949,602859
popularidad,26,477949,602859
popularizacao,1,477949,602859
popularizar,1,477949,602859
popularizaram,1,477949,602859
popularment,3,477949,602859
populismo,4,477949,602859
populista,4,477949,602859
populosa,1,477949,602859
populoso,11,477949,602859
pora,1,477949,602859
porao,1,477949,602859
porcao,5,477949,602859
porcaria,2,477949,602859
porcentagem,8,477949,602859
porcentu,11,477949,602859
porcentuai,2,477949,602859
porchat,1,477949,602859
porco,6,477949,602859
porem,16,477949,602859
porject,1,477949,602859
pormenor,1,477949,602859
pornografico,1,477949,602859
porqu,41,477949,602859
porra,1,477949,602859
porrada,8,477949,602859
port,5,477949,602859
porta,5,477949,602859
portaavio,1,477949,602859
portador,19,477949,602859
portal,25,477949,602859
portanto,6,477949,602859
portao,20,477949,602859
portaozinho,1,477949,602859
portar,257,477949,602859
portaria,30,477949,602859
portaria356,2,477949,602859
portatil,5,477949,602859
portavoz,78,477949,602859
porteiro,4,477949,602859
portela,3,477949,602859
portella,1,477949,602859
portland,3,477949,602859
porto,16,477949,602859
portous,1,477949,602859
portrait,1,477949,602859
portuario,4,477949,602859
portug,48,477949,602859
portugu,43,477949,602859
portuguesa,1,477949,602859
portuguesar,15,477949,602859
porventura,2,477949,602859
posam,1,477949,602859
posar,6,477949,602859
poscoronaviru,3,477949,602859
poscovid,3,477949,602859
poscovid19,2,477949,602859
posdoc,1,477949,602859
posdoutor,2,477949,602859
posdoutorado,1,477949,602859
posembarqu,1,477949,602859
posfreudianament,1,477949,602859
posgraduacao,8,477949,602859
posgraduaco,2,477949,602859
posguerra,2,477949,602859
posherpetica,1,477949,602859
posicao,8,477949,602859
posicionamento,33,477949,602859
posicionar,35,477949,602859
posicionaram,1,477949,602859
posicionars,2,477949,602859
posicionous,2,477949,602859
posico,1,477949,602859
positano,1,477949,602859
positiva,3,477949,602859
positivacao,1,477949,602859
positivament,1,477949,602859
positivar,223,477949,602859
positividad,3,477949,602859
positivo,152,477949,602859
positivoa,1,477949,602859
positivos16,1,477949,602859
posjogo,1,477949,602859
poslockdown,1,477949,602859
pospandemia,12,477949,602859
posparto,2,477949,602859
posproducao,2,477949,602859
poss,61,477949,602859
possa,7,477949,602859
possam,9,477949,602859
possamo,1,477949,602859
possegunda,1,477949,602859
possessivo,1,477949,602859
possibilidad,236,477949,602859
possibilit,1,477949,602859
possibilitar,32,477949,602859
possident,1,477949,602859
possik,1,477949,602859
possivei,3,477949,602859
possivel,41,477949,602859
possivelment,1,477949,602859
posso,3,477949,602859
possuem,4,477949,602859
possui,7,477949,602859
possuiam,1,477949,602859
possuidor,1,477949,602859
possuir,87,477949,602859
post,82,477949,602859
postada,1,477949,602859
postado,3,477949,602859
postagem,47,477949,602859
postagen,19,477949,602859
postal,1,477949,602859
postam,1,477949,602859
postar,113,477949,602859
poster,1,477949,602859
postergacao,2,477949,602859
postergar,11,477949,602859
posterior,15,477949,602859
posteriorment,26,477949,602859
postgrado,5,477949,602859
posto,75,477949,602859
postou,1,477949,602859
postulacao,1,477949,602859
postulant,12,477949,602859
postular,1,477949,602859
postura,9,477949,602859
posturar,42,477949,602859
postwar,1,477949,602859
posvacinacao,3,477949,602859
pot,1,477949,602859
potassio,1,477949,602859
potavel,5,477949,602859
pote,1,477949,602859
potenci,63,477949,602859
potencia,16,477949,602859
potenciai,1,477949,602859
potencialidad,2,477949,602859
potencializado,1,477949,602859
potencializandoo,1,477949,602859
potencializar,4,477949,602859
potencialment,12,477949,602859
potenciar,10,477949,602859
potent,5,477949,602859
potosi,2,477949,602859
potter,4,477949,602859
pou,6,477949,602859
pouca,4,477949,602859
pouchain,1,477949,602859
pouco,35,477949,602859
poucorodrigo,1,477949,602859
poupador,1,477949,602859
poupalo,1,477949,602859
poupanca,17,477949,602859
poupar,13,477949,602859
pouquinho,2,477949,602859
pour,1,477949,602859
pousar,11,477949,602859
pouso,3,477949,602859
pousou,1,477949,602859
povo,10,477949,602859
povoar,4,477949,602859
power,1,477949,602859
powerpoint,4,477949,602859
poxa,1,477949,602859
pp,3,477949,602859
ppa,4,477949,602859
ppal,60,477949,602859
ppdf,1,477949,602859
ppi,1,477949,602859
ppmt,2,477949,602859
pppb,3,477949,602859
pppi,7,477949,602859
pppr,11,477949,602859
pprj,4,477949,602859
pprr,2,477949,602859
ppsc,1,477949,602859
ppsp,3,477949,602859
ppto,9,477949,602859
pq,1,477949,602859
pqp,1,477949,602859
pr,21,477949,602859
pr323,1,477949,602859
pr427,1,477949,602859
pra,57,477949,602859
praca,34,477949,602859
prada,1,477949,602859
prado,7,477949,602859
praga,13,477949,602859
pragmatico,4,477949,602859
pragmatismo,1,477949,602859
praia,79,477949,602859
pranchar,3,477949,602859
prandium,1,477949,602859
prata,5,477949,602859
prate,1,477949,602859
pratear,3,477949,602859
prateleira,1,477949,602859
prateleiro,9,477949,602859
pratic,1,477949,602859
pratica,19,477949,602859
praticado,1,477949,602859
praticament,48,477949,602859
praticant,2,477949,602859
praticar,56,477949,602859
praticava,1,477949,602859
pratico,158,477949,602859
prato,17,477949,602859
prax,1,477949,602859
praxar,4,477949,602859
pray,1,477949,602859
prayer,1,477949,602859
prazer,16,477949,602859
prazo,257,477949,602859
prb,1,477949,602859
prdf,1,477949,602859
pre,5,477949,602859
preagendada,1,477949,602859
preassentamento,1,477949,602859
precampanha,5,477949,602859
precandidata,1,477949,602859
precandidato,24,477949,602859
precandidatura,14,477949,602859
precariedad,2,477949,602859
precario,11,477949,602859
precatorio,11,477949,602859
precaucao,31,477949,602859
precauco,1,477949,602859
precaut,1,477949,602859
precav,3,477949,602859
precavido,1,477949,602859
preced,1,477949,602859
precedent,37,477949,602859
preceito,10,477949,602859
preceptor,7,477949,602859
preceptoria,2,477949,602859
precific,1,477949,602859
precificacao,1,477949,602859
precificar,1,477949,602859
precioso,7,477949,602859
precipitacao,1,477949,602859
precipitada,2,477949,602859
precipitar,7,477949,602859
precis,2,477949,602859
precisa,14,477949,602859
precisam,4,477949,602859
precisament,5,477949,602859
precisamo,7,477949,602859
precisando,1,477949,602859
precisao,19,477949,602859
precisar,527,477949,602859
precisaram,1,477949,602859
precisarao,2,477949,602859
precisas,1,477949,602859
precisava,2,477949,602859
preciso,224,477949,602859
preclinica,2,477949,602859
preclinico,5,477949,602859
preco,117,477949,602859
precoc,58,477949,602859
precocement,3,477949,602859
precolapso,2,477949,602859
preconceito,21,477949,602859
preconceituoso,5,477949,602859
precondico,1,477949,602859
preconizar,6,477949,602859
preconsulta,1,477949,602859
precoronaviru,1,477949,602859
precorrida,1,477949,602859
precris,1,477949,602859
precursor,1,477949,602859
predador,2,477949,602859
predat,1,477949,602859
predecessor,1,477949,602859
predefinido,1,477949,602859
predeterminado,1,477949,602859
predicao,1,477949,602859
predilecao,1,477949,602859
predileto,3,477949,602859
predio,47,477949,602859
predispor,1,477949,602859
predisposicao,2,477949,602859
preditivo,2,477949,602859
prediz,1,477949,602859
predominancia,4,477949,602859
predominant,5,477949,602859
predominantement,4,477949,602859
predominar,3,477949,602859
preembarqu,1,477949,602859
preencha,1,477949,602859
preencher,11,477949,602859
preenchido,4,477949,602859
preenchimento,8,477949,602859
preescola,3,477949,602859
preestabelecida,2,477949,602859
preexistent,7,477949,602859
preexposicao,1,477949,602859
prefeitao,2,477949,602859
prefeito,553,477949,602859
prefeitoorlando,1,477949,602859
prefeitosna,1,477949,602859
prefeitura,400,477949,602859
prefer,2,477949,602859
preferem,1,477949,602859
preferenci,1,477949,602859
preferencia,21,477949,602859
preferencialment,12,477949,602859
preferido,2,477949,602859
preferir,64,477949,602859
preferiu,3,477949,602859
preferivel,2,477949,602859
prefiro,1,477949,602859
prefront,1,477949,602859
prega,1,477949,602859
pregacao,2,477949,602859
pregador,3,477949,602859
pregao,4,477949,602859
pregar,15,477949,602859
pregravada,1,477949,602859
pregravado,1,477949,602859
prehistoria,1,477949,602859
prehistorica,1,477949,602859
preinstalado,2,477949,602859
preit,1,477949,602859
preito,1,477949,602859
prejogo,1,477949,602859
prejudic,1,477949,602859
prejudicado,1,477949,602859
prejudicala,1,477949,602859
prejudicam,1,477949,602859
prejudicar,51,477949,602859
prejudici,11,477949,602859
prejudiquem,1,477949,602859
prejuizo,48,477949,602859
prelava,1,477949,602859
prelazia,1,477949,602859
preliminar,57,477949,602859
prematuridad,2,477949,602859
prematuro,13,477949,602859
prematurosdoi,1,477949,602859
premeditar,2,477949,602859
premem,1,477949,602859
premi,14,477949,602859
premiacao,1,477949,602859
premiaco,2,477949,602859
premiada,1,477949,602859
premiado,2,477949,602859
premiar,27,477949,602859
premiea,1,477949,602859
premier,17,477949,602859
premio,18,477949,602859
premissa,3,477949,602859
prenat,6,477949,602859
prendedor,1,477949,602859
prendelo,1,477949,602859
prender,19,477949,602859
prenderam,1,477949,602859
prensa,1,477949,602859
prenuncio,3,477949,602859
preocupa,1,477949,602859
preocupacao,151,477949,602859
preocupaco,2,477949,602859
preocupada,1,477949,602859
preocupado,8,477949,602859
preocupados,1,477949,602859
preocupam,1,477949,602859
preocupando,1,477949,602859
preocupant,48,477949,602859
preocupanteo,1,477949,602859
preocupar,118,477949,602859
preocupass,1,477949,602859
preolimpico,6,477949,602859
prep,1,477949,602859
prepandemia,4,477949,602859
prepar,1,477949,602859
prepara,2,477949,602859
preparacao,25,477949,602859
preparada,1,477949,602859
preparado,2,477949,602859
preparador,4,477949,602859
preparam,1,477949,602859
preparando,2,477949,602859
preparar,130,477949,602859
preparativo,1,477949,602859
preparatorio,3,477949,602859
preparo,1,477949,602859
preponderant,2,477949,602859
prepreeleitor,1,477949,602859
preprint,4,477949,602859
prepronto,1,477949,602859
prepublicado,1,477949,602859
prequalificacao,1,477949,602859
prerequisito,4,477949,602859
prerj,3,477949,602859
prerrogativa,19,477949,602859
presa,1,477949,602859
presar,91,477949,602859
presbiteriana,1,477949,602859
presbiteriano,2,477949,602859
prescindir,1,477949,602859
prescrev,9,477949,602859
prescricao,30,477949,602859
prescrito,6,477949,602859
presenca,151,477949,602859
presenci,56,477949,602859
presenciai,12,477949,602859
presencialment,20,477949,602859
presenciar,78,477949,602859
present,42,477949,602859
presentao,1,477949,602859
presentar,52,477949,602859
presentear,1,477949,602859
preserva,1,477949,602859
preservacao,25,477949,602859
preservada,2,477949,602859
preservandos,1,477949,602859
preservar,46,477949,602859
preservei,1,477949,602859
presid,3,477949,602859
presidenci,96,477949,602859
presidencia,232,477949,602859
presidenciai,1,477949,602859
presidencialismo,5,477949,602859
presidencialista,1,477949,602859
presidenciavei,2,477949,602859
presidenciavel,3,477949,602859
president,2881,477949,602859
presidentecomo,1,477949,602859
presidenteexecutivo,12,477949,602859
presidentesexecutivo,1,477949,602859
presidentevon,1,477949,602859
presidiaria,1,477949,602859
presidiario,2,477949,602859
presidida,1,477949,602859
presidido,1,477949,602859
presidio,17,477949,602859
presidir,41,477949,602859
preso,74,477949,602859
presomandado,1,477949,602859
press,25,477949,602859
pressa,17,477949,602859
pressagio,1,477949,602859
pressao,124,477949,602859
pressaoainda,1,477949,602859
pressasa,1,477949,602859
pressentimento,1,477949,602859
pression,1,477949,602859
pressiona,1,477949,602859
pressionada,2,477949,602859
pressionado,2,477949,602859
pressionar,52,477949,602859
pressionaram,1,477949,602859
presso,1,477949,602859
pressupor,2,477949,602859
prest,1,477949,602859
prestacao,19,477949,602859
prestada,1,477949,602859
prestado,1,477949,602859
prestador,11,477949,602859
prestando,2,477949,602859
prestar,126,477949,602859
prestigiar,5,477949,602859
prestigio,4,477949,602859
prestigioso,3,477949,602859
presto,4,477949,602859
prestou,3,477949,602859
presumir,4,477949,602859
presunto,1,477949,602859
prete,10,477949,602859
pretend,144,477949,602859
pretendem,2,477949,602859
pretendemo,1,477949,602859
pretendent,1,477949,602859
pretendes,1,477949,602859
pretendo,1,477949,602859
pretensao,5,477949,602859
pretenso,1,477949,602859
preterir,2,477949,602859
pretextar,7,477949,602859
pretexto,1,477949,602859
preto,71,477949,602859
pretoria,1,477949,602859
prevalec,8,477949,602859
prevalencia,17,477949,602859
prevaricacao,2,477949,602859
prevaricar,1,477949,602859
prevcov,1,477949,602859
preve,12,477949,602859
preveem,13,477949,602859
prevencao,180,477949,602859
prevencaoevidacombr,2,477949,602859
prevenda,1,477949,602859
prevenila,1,477949,602859
prevenilo,1,477949,602859
