word,words_total_appear_in_group_real,words_total_appear_in_group_fake,percet_strong_word_in_group_real,percet_strong_word_in_group_fake
aerocinema,3,0,0.000627682,0
aerodinamico,1,1,0.000209227,0.000307712
aeroespac,2,0,0.000418455,0
aeroespaci,2,0,0.000418455,0
aeronautica,1,0,0.000209227,0
aeronautico,15,10,0.00313841,0.003077122
aeronav,37,1,0.007741412,0.000307712
aeronavetrump,0,1,0,0.000307712
aeroport,2,2,0.000418455,0.000615424
aeroporto,123,55,0.025734963353830638,0.01692417
aeroportuario,2,2,0.000418455,0.000615424
aerossol,2,1,0.000418455,0.000307712
aeroterrestr,0,1,0,0.000307712
aeroviario,1,0,0.000209227,0
aesop,1,0,0.000209227,0
aestud,0,2,0,0.000615424
afa,2,1,0.000418455,0.000307712
afagar,2,0,0.000418455,0
afago,1,0,0.000209227,0
afanar,0,1,0,0.000307712
afast,110,6,0.023015007877409514,0.001846273
afastada,2,0,0.000418455,0
afastado,4,0,0.000836909,0
afastala,1,0,0.000209227,0
afastalo,1,0,0.000209227,0
afastam,56,17,0.011716731283044844,0.005231107
afastament,56,17,0.011716731283044844,0.005231107
afastamento,56,17,0.011716731283044844,0.005231107
afastandos,1,0,0.000209227,0
afastar,110,51,0.023015007877409514,0.015693321722326674
afastems,0,6,0,0.001846273
afavelment,1,0,0.000209227,0
afaxinacontinuamp,0,1,0,0.000307712
afaz,1,0,0.000209227,0
afazer,1,0,0.000209227,0
afeccao,1,0,0.000209227,0
afeccion,0,1,0,0.000307712
afectar,0,1,0,0.000307712
afeganistao,5,17,0.001046137,0.005231107
afegao,2,5,0.000418455,0.001538561
afeita,1,1,0.000209227,0.000307712
afeminar,0,1,0,0.000307712
afericao,3,2,0.000627682,0.000615424
aferir,5,3,0.001046137,0.000923137
afet,1,1,0.000209227,0.000307712
afeta,1,1,0.000209227,0.000307712
afetacao,4,0,0.000836909,0
afetada,1,14,0.000209227,0.004307971
afetadaapesar,1,0,0.000209227,0
afetado,107,19,0.022387325844389253,0.005846532
afetalo,0,1,0,0.000307712
afetam,11,3,0.002301501,0.000923137
afetando,13,1,0.002719955,0.000307712
afetar,1,7,0.000209227,0.002153985
afetara,4,7,0.000836909,0.002153985
afetaram,3,0,0.000627682,0
afetarao,4,0,0.000836909,0
afetaria,1,0,0.000209227,0
afetem,0,3,0,0.000923137
afetiva,3,2,0.000627682,0.000615424
afetivo,1,1,0.000209227,0.000307712
afeto,2,1,0.000418455,0.000307712
aff,1,3,0.000209227,0.000923137
affair,2,0,0.000418455,0
afff,0,1,0,0.000307712
afiar,63,20,0.013181323,0.006154244
afif,2,0,0.000418455,0
afigurar,1,0,0.000209227,0
afiguras,1,0,0.000209227,0
afilhar,0,2,0,0.000615424
afiliacao,0,2,0,0.000615424
afiliado,3,0,0.000627682,0
afiliar,5,1,0.001046137,0.000307712
afim,1,0,0.000209227,0
afin,1,1,0.000209227,0.000307712
afinacao,0,1,0,0.000307712
afinar,3,3,0.000627682,0.000923137
afincar,0,1,0,0.000307712
afinco,1,0,0.000209227,0
afinidad,2,1,0.000418455,0.000307712
afirm,29,4,0.006067593,0.001230849
afirma,29,4,0.006067593,0.001230849
afirmacao,2,1,0.000418455,0.000307712
afirmacaoviu,0,1,0,0.000307712
afirmado,1,0,0.000209227,0
afirmam,3,0,0.000627682,0
afirmando,4,0,0.000836909,0
afirmaqu,0,1,0,0.000307712
afirmar,29,4,0.006067593,0.001230849
afirmaram,9,0,0.001883046,0
afirmas,1,2,0.000209227,0.000615424
afirmativo,1,2,0.000209227,0.000615424
afivelar,0,1,0,0.000307712
afixar,2,0,0.000418455,0
aflicao,1,0,0.000209227,0
afligir,3,0,0.000627682,0
aflitivo,0,1,0,0.000307712
aflito,1,1,0.000209227,0.000307712
aflorar,1,1,0.000209227,0.000307712
afluent,1,1,0.000209227,0.000307712
afluxo,1,0,0.000209227,0
afogamento,1,1,0.000209227,0.000307712
afogar,7,7,0.001464591,0.002153985
afonso,5,3,0.001046137,0.000923137
aforar,4,10,0.000836909,0.003077122
afp,160,63,0.033476375,0.019385868009932947
afranio,1,0,0.000209227,0
africa,4,1,0.000836909,0.000307712
african,4,1,0.000836909,0.000307712
africanar,3,12,0.000627682,0.003692546
africano,4,1,0.000836909,0.000307712
africo,76,34,0.015901278169846572,0.010462214481551116
afrmou,1,0,0.000209227,0
afroamericana,0,2,0,0.000615424
afroamericano,2,1,0.000418455,0.000307712
afrobrasileira,1,2,0.000209227,0.000615424
afrodescendent,2,0,0.000418455,0
afrolatin,0,1,0,0.000307712
afronorteamericano,1,0,0.000209227,0
afronta,6,5,0.001255364,0.001538561
afrontar,6,5,0.001255364,0.001538561
afrouxamento,4,1,0.000836909,0.000307712
afrouxar,9,0,0.001883046,0
after,1,0,0.000209227,0
afton,1,0,0.000209227,0
afugentar,1,0,0.000209227,0
afundar,0,12,0,0.003692546
afundir,0,4,0,0.001230849
ag,1,1,0.000209227,0.000307712
agachar,0,3,0,0.000923137
again,2,1,0.000418455,0.000307712
against,3,0,0.000627682,0
agarrar,3,6,0.000627682,0.001846273
agasalhar,0,5,0,0.001538561
agasalho,0,1,0,0.000307712
agata,0,1,0,0.000307712
agatha,1,11,0.000209227,0.003384834
agboula,1,0,0.000209227,0
agd,1,1,0.000209227,0.000307712
age,1,1,0.000209227,0.000307712
agefluid,0,1,0,0.000307712
ageismo,1,0,0.000209227,0
agem,1,2,0.000209227,0.000615424
agenc,1,2,0.000209227,0.000615424
agencia,1,2,0.000209227,0.000615424
agenciaa,1,0,0.000209227,0
agenciabarco,1,0,0.000209227,0
agenciafapespbr34659,1,0,0.000209227,0
agenciar,0,2,0,0.000615424
agenda,3,104,0.000627682,0.032002067825921056
agendada,1,0,0.000209227,0
agendamento,13,17,0.002719955,0.005231107
agendar,3,104,0.000627682,0.032002067825921056
agenersa,1,0,0.000209227,0
agenor,0,1,0,0.000307712
agent,7,1,0.001464591,0.000307712
aggio,5,0,0.001046137,0
aghata,0,4,0,0.001230849
agido,1,0,0.000209227,0
agil,10,1,0.002092273,0.000307712
agilidad,16,1,0.003347638,0.000307712
agilizacao,1,0,0.000209227,0
agilizar,10,1,0.002092273,0.000307712
aginaldo,1,0,0.000209227,0
agindo,1,0,0.000209227,0
agiotar,0,1,0,0.000307712
agir,1,2,0.000209227,0.000615424
agitacao,1,1,0.000209227,0.000307712
agitar,5,2,0.001046137,0.000615424
agitrop,0,1,0,0.000307712
agiu,1,0,0.000209227,0
aglio,0,1,0,0.000307712
aglobolixonao,0,1,0,0.000307712
aglomeracao,156,49,0.032639466,0.015077897341058962
aglomeraco,10,1,0.002092273,0.000307712
aglomeracoes11,0,2,0,0.000615424
aglomeracoesreiteramo,0,1,0,0.000307712
aglomerado,1,0,0.000209227,0
aglomerar,1,8,0.000209227,0.002461698
aglomeras,0,1,0,0.000307712
aglutinacao,1,0,0.000209227,0
aglutinador,1,0,0.000209227,0
agn,9,23,0.001883046,0.00707738
agnaldo,0,4,0,0.001230849
agnew,0,4,0,0.001230849
ago,1,1,0.000209227,0.000307712
agoniar,2,0,0.000418455,0
agonizant,0,1,0,0.000307712
agonizar,6,7,0.001255364,0.002153985
agora,1,1,0.000209227,0.000307712
agoras,0,1,0,0.000307712
agorasua,0,1,0,0.000307712
agoratodomundoama,0,1,0,0.000307712
agorinha,0,3,0,0.000923137
agostar,236,151,0.049377653,0.046464540785712306
agostinho,1,4,0.000209227,0.001230849
agostini,1,0,0.000209227,0
agosto,1,1,0.000209227,0.000307712
agostomesmo,0,1,0,0.000307712
agr,15,18,0.00313841,0.005538819
agra,15,18,0.00313841,0.005538819
agraciar,0,3,0,0.000923137
agrada,2,2,0.000418455,0.000615424
agradac,0,1,0,0.000307712
agradalo,0,1,0,0.000307712
agradar,2,1,0.000418455,0.000307712
agradavel,2,2,0.000418455,0.000615424
agradec,5,1,0.001046137,0.000307712
agradecelo,1,0,0.000209227,0
agradeceu,1,0,0.000209227,0
agradecido,1,0,0.000209227,0
agradecimento,5,13,0.001046137,0.004000258
agradecot,0,1,0,0.000307712
agraria,0,1,0,0.000307712
agrario,8,3,0.001673819,0.000923137
agravada,2,0,0.000418455,0
agravado,1,0,0.000209227,0
agravamento,49,8,0.010252139872664238,0.002461698
agravant,4,1,0.000836909,0.000307712
agravar,42,16,0.008787548,0.004923395
agravo,2,2,0.000418455,0.000615424
agredila,1,0,0.000209227,0
agredir,16,44,0.003347638,0.013539336387889678
agrega,1,6,0.000209227,0.001846273
agregacao,0,2,0,0.000615424
agregado,1,0,0.000209227,0
agregar,1,6,0.000209227,0.001846273
agremiacao,2,0,0.000418455,0
agressao,14,29,0.002929183,0.008923654
agressiva,1,0,0.000209227,0
agressividad,2,0,0.000418455,0
agressivo,15,4,0.00313841,0.001230849
agresso,12,13,0.002510728,0.004000258
agressor,12,13,0.002510728,0.004000258
agrest,1,1,0.000209227,0.000307712
agriao,2,3,0.000418455,0.000923137
agricola,15,3,0.00313841,0.000923137
agricultor,8,16,0.001673819,0.004923395
agricultur,31,1,0.006486048,0.000307712
agricultura,31,1,0.006486048,0.000307712
agricultura61,0,1,0,0.000307712
agriid,0,1,0,0.000307712
agrimensura,0,1,0,0.000307712
agripino,0,4,0,0.001230849
agro,2,14,0.000418455,0.004307971
agroindustria,0,1,0,0.000307712
agronegocio,11,5,0.002301501,0.001538561
agronoma,0,1,0,0.000307712
agronomia,0,1,0,0.000307712
agronomo,1,0,0.000209227,0
agropecuario,6,2,0.001255364,0.000615424
agrotoxico,1,6,0.000209227,0.001846273
agrupamento,3,1,0.000627682,0.000307712
agrupar,4,3,0.000836909,0.000923137
agrura,0,1,0,0.000307712
agu,5,1,0.001046137,0.000307712
agua,1,1,0.000209227,0.000307712
aguadvocacia,1,0,0.000209227,0
aguar,3,1,0.000627682,0.000307712
aguarda,3,1,0.000627682,0.000307712
aguardam,1,0,0.000209227,0
aguardando,1,0,0.000209227,0
aguardar,3,1,0.000627682,0.000307712
aguardarboato,0,1,0,0.000307712
aguardava,1,0,0.000209227,0
aguardempedido,0,1,0,0.000307712
aguardenop,0,1,0,0.000307712
aguda,4,0,0.000836909,0
agudo,39,19,0.008159866,0.005846532
aguentar,12,25,0.002510728,0.007692805
aguero,1,0,0.000209227,0
aguerrir,0,1,0,0.000307712
aguia,14,1,0.002929183,0.000307712
aguiar,14,1,0.002929183,0.000307712
aguilar,1,0,0.000209227,0
aguilera,1,0,0.000209227,0
aguinaldo,2,3,0.000418455,0.000923137
agulhar,1,47,0.000209227,0.014462472959791249
agusta,0,1,0,0.000307712
ah,4,1,0.000836909,0.000307712
aha,4,2,0.000836909,0.000615424
ahahahahahahaha,1,0,0.000209227,0
ahf,1,0,0.000209227,0
ahhh,0,1,0,0.000307712
ahhhh,0,3,0,0.000923137
ahin1,0,1,0,0.000307712
ahmadi,0,1,0,0.000307712
ahora,0,2,0,0.000615424
ahpaceg,1,0,0.000209227,0
ai,1,1,0.000209227,0.000307712
ai5,6,5,0.001255364,0.001538561
aiagora,0,1,0,0.000307712
aiatola,1,0,0.000209227,0
aiba,1,2,0.000209227,0.000615424
aic,2,19,0.000418455,0.005846532
aichi,1,1,0.000209227,0.000307712
aiclaro,0,1,0,0.000307712
aicuidado,0,1,0,0.000307712
aid,2,1,0.000418455,0.000307712
aida,4,1,0.000836909,0.000307712
aidar,1,0,0.000209227,0
aidiss,0,1,0,0.000307712
aifa,1,0,0.000209227,0
aijair,0,1,0,0.000307712
aildo,1,0,0.000209227,0
ailton,6,1,0.001255364,0.000307712
aimagem,0,1,0,0.000307712
aimar,1,0,0.000209227,0
aimensagen,0,1,0,0.000307712
ainda,1,1,0.000209227,0.000307712
aindacontinuaremo,1,0,0.000209227,0
aipim,1,0,0.000209227,0
aiqaeda,0,1,0,0.000307712
air,1,1,0.000209227,0.000307712
airbnb,2,2,0.000418455,0.000615424
airbu,2,4,0.000418455,0.001230849
airlin,20,6,0.004184547,0.001846273
airpod,2,1,0.000418455,0.000307712
airport,2,0,0.000418455,0
airton,3,4,0.000627682,0.001230849
airway,6,7,0.001255364,0.002153985
ais,2,1,0.000418455,0.000307712
aislan,1,0,0.000209227,0
aissami,2,0,0.000418455,0
aiuruoca,1,0,0.000209227,0
ajax,1,6,0.000209227,0.001846273
ajd,3,0,0.000627682,0
ajeitala,1,0,0.000209227,0
ajeitar,1,2,0.000209227,0.000615424
ajit,1,0,0.000209227,0
ajoelhar,5,10,0.001046137,0.003077122
ajud,2,1,0.000418455,0.000307712
ajuda,2,1,0.000418455,0.000307712
ajudaa,0,1,0,0.000307712
ajudado,1,0,0.000209227,0
ajudala,0,1,0,0.000307712
ajudalo,4,1,0.000836909,0.000307712
ajudalosem,0,1,0,0.000307712
ajudam,1,0,0.000209227,0
ajudancia,1,0,0.000209227,0
ajudant,1,13,0.000209227,0.004000258
ajudar,444,1,0.092896941,0.000307712
ajudarrt,0,1,0,0.000307712
ajudems,0,1,0,0.000307712
ajudeno,0,1,0,0.000307712
ajuf,1,0,0.000209227,0
ajuizar,7,1,0.001464591,0.000307712
ajust,23,3,0.004812229,0.000923137
ajustada,1,0,0.000209227,0
ajustado,1,0,0.000209227,0
ajustalo,1,0,0.000209227,0
ajustamento,1,3,0.000209227,0.000923137
ajustando,1,0,0.000209227,0
ajustar,23,3,0.004812229,0.000923137
akatu,2,0,0.000418455,0
akbar,0,1,0,0.000307712
aki,1,1,0.000209227,0.000307712
akira,0,2,0,0.000615424
akito,1,0,0.000209227,0
akon,0,1,0,0.000307712
akopov,1,0,0.000209227,0
akron,0,1,0,0.000307712
akyzo,1,0,0.000209227,0
al,1,4,0.000209227,0.001230849
ala,1,2,0.000209227,0.000615424
alaa,1,0,0.000209227,0
alabama,1,1,0.000209227,0.000307712
aladdin,0,1,0,0.000307712
alagamento,1,1,0.000209227,0.000307712
alagar,2,7,0.000418455,0.002153985
alagavel,0,1,0,0.000307712
alagoa,9,1,0.001883046,0.000307712
alagoana,2,0,0.000418455,0
alagoano,9,1,0.001883046,0.000307712
alagoanoo,0,1,0,0.000307712
alagoinha,1,0,0.000209227,0
alaid,2,0,0.000418455,0
alain,0,1,0,0.000307712
alamedar,1,1,0.000209227,0.000307712
alami,52,11,0.010879821905684497,0.003384834
alan,1,1,0.000209227,0.000307712
alani,1,0,0.000209227,0
alar,1,7,0.000209227,0.002153985
alaranjar,0,1,0,0.000307712
alard,1,1,0.000209227,0.000307712
alardear,1,1,0.000209227,0.000307712
alarido,2,0,0.000418455,0
alarm,1,8,0.000209227,0.002461698
alarmada,1,0,0.000209227,0
alarmant,15,3,0.00313841,0.000923137
alarmar,10,10,0.002092273,0.003077122
alarmismo,0,1,0,0.000307712
alarmista,1,8,0.000209227,0.002461698
alasca,2,0,0.000418455,0
alaska,0,1,0,0.000307712
alastramento,5,2,0.001046137,0.000615424
alastrar,8,7,0.001673819,0.002153985
alavanc,1,1,0.000209227,0.000307712
alavancar,1,1,0.000209227,0.000307712
alavancaram,1,0,0.000209227,0
albani,2,0,0.000418455,0
albania,2,0,0.000418455,0
albergu,1,0,0.000209227,0
albert,1,1,0.000209227,0.000307712
alberta,3,0,0.000627682,0
alberto,49,1,0.010252139872664238,0.000307712
albirex,1,0,0.000209227,0
albra,0,1,0,0.000307712
album,7,0,0.001464591,0
albuquerqu,10,1,0.002092273,0.000307712
alcalinidad,0,1,0,0.000307712
alcalinizar,0,1,0,0.000307712
alcalino,0,11,0,0.003384834
alcanc,86,1,0.017993552,0.000307712
alcanca,86,53,0.017993552,0.016308746103594386
alcancando,1,0,0.000209227,0
alcancar,86,53,0.017993552,0.016308746103594386
alcanceo,0,1,0,0.000307712
alcantara,3,1,0.000627682,0.000307712
alcar,4,1,0.000836909,0.000307712
alcatear,0,1,0,0.000307712
alcateia,0,1,0,0.000307712
alcid,3,0,0.000627682,0
alcion,0,1,0,0.000307712
alckmin,19,6,0.00397532,0.001846273
alco,1,1,0.000209227,0.000307712
alcobaca,0,1,0,0.000307712
alcolumbr,91,16,0.019039688,0.004923395
alcool,19,1,0.00397532,0.000307712
alcoolagora,0,1,0,0.000307712
alcoolatra,0,1,0,0.000307712
alcoolica,3,0,0.000627682,0
alcoolico,19,15,0.00397532,0.004615683
alcoolizar,0,1,0,0.000307712
alcorao,0,1,0,0.000307712
alcott,1,0,0.000209227,0
alcunhar,1,0,0.000209227,0
alcyr,0,1,0,0.000307712
alda,1,9,0.000209227,0.00276941
aldacir,1,0,0.000209227,0
aldana,1,0,0.000209227,0
aldear,12,8,0.002510728,0.002461698
aldeia,16,4,0.003347638,0.001230849
aldeni,2,0,0.000418455,0
aldighieri,2,0,0.000418455,0
aldir,1,3,0.000209227,0.000923137
aldo,1,4,0.000209227,0.001230849
aldolf,0,1,0,0.000307712
aldou,1,1,0.000209227,0.000307712
aldrin,3,0,0.000627682,0
ale,2,2,0.000418455,0.000615424
aleatoriament,3,17,0.000627682,0.005231107
aleatorio,5,3,0.001046137,0.000923137
alefi,2,3,0.000418455,0.000923137
aleg,1,3,0.000209227,0.000923137
alega,1,3,0.000209227,0.000923137
alegacao,26,1,0.005439911,0.000307712
alegacaoa,0,1,0,0.000307712
alegacaoo,0,1,0,0.000307712
alegaco,2,0,0.000418455,0
alegadament,0,2,0,0.000615424
alegando,2,0,0.000418455,0
alegar,1,113,0.000209227,0.034771478
alegas,3,1,0.000627682,0.000307712
alegoria,0,2,0,0.000615424
alegr,22,20,0.004603002,0.006154244
alegrar,44,42,0.009206003,0.012923912006621968
alegrems,0,1,0,0.000307712
alegret,1,1,0.000209227,0.000307712
alegria,22,20,0.004603002,0.006154244
aleida,0,2,0,0.000615424
aleijar,1,0,0.000209227,0
aleitamento,4,0,0.000836909,0
aleixo,9,1,0.001883046,0.000307712
alejandro,1,0,0.000209227,0
aleksand,1,0,0.000209227,0
alekseynz,0,1,0,0.000307712
aleluia,1,1,0.000209227,0.000307712
alem,1,1,0.000209227,0.000307712
alema,70,1,0.014645914103806055,0.000307712
aleman,114,1,0.023851917254769858,0.000307712
alemanha,114,1,0.023851917254769858,0.000307712
alemao,70,1,0.014645914103806055,0.000307712
alemaoingl,0,1,0,0.000307712
alembrar,0,1,0,0.000307712
alencar,18,1,0.003766092,0.000307712
alentar,1,0,0.000209227,0
alergeno,1,0,0.000209227,0
alergia,19,8,0.00397532,0.002461698
alergica,3,0,0.000627682,0
alergico,17,1,0.003556865,0.000307712
alergista,2,0,0.000418455,0
alerj,42,8,0.008787548,0.002461698
alert,2,1,0.000418455,0.000307712
alerta,2,1,0.000418455,0.000307712
alertacuidado,0,1,0,0.000307712
alertalo,0,1,0,0.000307712
alertam,2,1,0.000418455,0.000307712
alertamno,0,1,0,0.000307712
alertando,3,0,0.000627682,0
alertapesso,0,1,0,0.000307712
alertar,2,1,0.000418455,0.000307712
alertaram,2,0,0.000418455,0
alertarecebi,0,1,0,0.000307712
alertavamo,0,1,0,0.000307712
alesc,1,1,0.000209227,0.000307712
alesp,9,2,0.001883046,0.000615424
alessand,1,1,0.000209227,0.000307712
alessandra,3,0,0.000627682,0
alessandro,1,1,0.000209227,0.000307712
alex,1,1,0.000209227,0.000307712
alexand,1,1,0.000209227,0.000307712
alexandr,1,1,0.000209227,0.000307712
alexandra,2,1,0.000418455,0.000307712
alexandria,1,0,0.000209227,0
alfabetico,0,1,0,0.000307712
alfabetizacao,2,0,0.000418455,0
alfabetizar,3,0,0.000627682,0
alfabeto,1,6,0.000209227,0.001846273
alfac,1,2,0.000209227,0.000615424
alfacon,0,2,0,0.000615424
alfafa,2,0,0.000418455,0
alfandega,2,1,0.000418455,0.000307712
alfandegar,2,0,0.000418455,0
alfandegario,2,0,0.000418455,0
alfar,0,4,0,0.001230849
alfer,3,0,0.000627682,0
alfi,3,6,0.000627682,0.001846273
alfinetar,3,6,0.000627682,0.001846273
alforriar,1,1,0.000209227,0.000307712
alfredo,4,3,0.000836909,0.000923137
alga,3,5,0.000627682,0.001538561
algazarrar,1,0,0.000209227,0
algemar,4,11,0.000836909,0.003384834
algo,1,1,0.000209227,0.000307712
algocultur,0,1,0,0.000307712
algodao,1,7,0.000209227,0.002153985
algomerarem,1,0,0.000209227,0
algoritmico,1,0,0.000209227,0
algoritmo,2,3,0.000418455,0.000923137
algozar,1,0,0.000209227,0
alguem,90,1,0.018830460990607784,0.000307712
algum,1,281,0.000209227,0.086467126
alguma,1,0,0.000209227,0
algun,30,0,0.00627682,0
alhear,5,1,0.001046137,0.000307712
alheio,7,4,0.001464591,0.001230849
alho,1,1,0.000209227,0.000307712
ali,3,3,0.000627682,0.000923137
alia,1,1,0.000209227,0.000307712
aliada,3,0,0.000627682,0
aliado,3,1,0.000627682,0.000307712
aliadocomecara,0,1,0,0.000307712
alianca,1,21,0.000209227,0.006461956
aliancar,39,21,0.008159866,0.006461956
aliansc,1,0,0.000209227,0
aliar,12,1,0.002510728,0.000307712
aliarams,1,0,0.000209227,0
alibaba,0,2,0,0.000615424
alibi,1,1,0.000209227,0.000307712
alic,3,9,0.000627682,0.00276941
alicea,2,0,0.000418455,0
alicercada,1,0,0.000209227,0
alicercar,0,1,0,0.000307712
aliciar,1,1,0.000209227,0.000307712
alidada,1,0,0.000209227,0
aliem,1,0,0.000209227,0
alien,9,2,0.001883046,0.000615424
aliena,1,16,0.000209227,0.004923395
alienacao,2,3,0.000418455,0.000923137
alienalo,1,0,0.000209227,0
alienar,2,16,0.000418455,0.004923395
alienigena,0,2,0,0.000615424
aliess,0,1,0,0.000307712
aliexpress,0,2,0,0.000615424
alig,2,2,0.000418455,0.000615424
alihous,0,1,0,0.000307712
alimenta,1,2,0.000209227,0.000615424
alimentacao,1,2,0.000209227,0.000615424
alimentandoo,0,1,0,0.000307712
alimentandos,1,0,0.000209227,0
alimentar,1,45,0.000209227,0.013847048578523535
alimentars,1,0,0.000209227,0
alimentes,0,1,0,0.000307712
alimenticio,2,0,0.000418455,0
alimento,107,72,0.022387325844389253,0.022155277725637655
alin,2,1,0.000418455,0.000307712
alina,1,2,0.000209227,0.000615424
alinaca,0,1,0,0.000307712
alinha,4,4,0.000836909,0.001230849
alinhada,1,0,0.000209227,0
alinhado,3,0,0.000627682,0
alinhamento,1,3,0.000209227,0.000923137
alinhar,30,13,0.00627682,0.004000258
alinhavar,1,0,0.000209227,0
alipio,0,1,0,0.000307712
aliquota,23,4,0.004812229,0.001230849
alisamento,1,0,0.000209227,0
alisar,1,8,0.000209227,0.002461698
alisson,1,0,0.000209227,0
alistamento,2,0,0.000418455,0
alitalia,3,0,0.000627682,0
aliviada,1,0,0.000209227,0
alivialo,1,0,0.000209227,0
aliviar,31,5,0.006486048,0.001538561
alivio,16,2,0.003347638,0.000615424
aljadaan,2,0,0.000418455,0
alkmaar,1,0,0.000209227,0
all,1,2,0.000209227,0.000615424
alla,1,2,0.000209227,0.000615424
allahu,0,1,0,0.000307712
allain,1,0,0.000209227,0
allan,2,1,0.000418455,0.000307712
allardyc,1,0,0.000209227,0
allegra,3,0,0.000627682,0
allemand,0,1,0,0.000307712
allend,3,0,0.000627682,0
allianc,2,3,0.000418455,0.000923137
allianz,1,4,0.000209227,0.001230849
